PK,실소유(연)면적,공부면적,건물구분,건물용도,준공년도,20년 4월,20년 5월,20년 6월,20년 7월,20년 8월,20년 9월,20년 10월,20년 11월,20년 12월,21년 1월,21년 2월,21년 3월,21년 4월,21년 5월,21년 6월,21년 7월,21년 8월,21년 9월,평균
11200-399,2365.03,2365.03,기타,미등록,,22.15822735,19.64407167,22.18712647,21.26410222,17.74647522,22.77357685,20.73618934,24.0725584,23.87698533,25.23080799,22.5772645,20.80763064,22.53862034,38.81029986,40.781085,20.24356026,20.08192685,20.08824433,425.6187526
11200-399,2365.03,2365.03,기타,미등록,,22.15822735,19.64407167,22.18712647,21.26410222,17.74647522,22.77357685,20.73618934,24.0725584,23.87698533,25.23080799,22.5772645,20.80763064,22.53862034,38.81029986,40.781085,20.24356026,20.08192685,20.08824433,425.6187526
11200-399,2450.48,2450.48,기타,공공용시설,,22.15822735,19.64407167,22.18712647,21.26410222,17.74647522,22.77357685,20.73618934,24.0725584,23.87698533,25.23080799,22.5772645,20.80763064,22.53862034,38.81029986,40.781085,20.24356026,20.08192685,20.08824433,425.6187526
11200-399,2107.26,2107.26,기타,자동차관련시설,,22.15822735,19.64407167,22.18712647,21.26410222,17.74647522,22.77357685,20.73618934,24.0725584,23.87698533,25.23080799,22.5772645,20.80763064,22.53862034,38.81029986,40.781085,20.24356026,20.08192685,20.08824433,425.6187526
11200-1155,1390.5,1390.5,기타,공공용시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1390.5,1390.5,기타,공공용시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1390.5,1390.5,기타,공공용시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,1286.78,1286.78,기타,자원순환 관련 시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1286.78,1286.78,기타,자원순환 관련 시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1286.78,1286.78,기타,자원순환 관련 시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,1286.78,1286.78,기타,공공용시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1286.78,1286.78,기타,공공용시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1286.78,1286.78,기타,공공용시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,1286.78,1286.78,기타,공공용시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1286.78,1286.78,기타,공공용시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1286.78,1286.78,기타,공공용시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,3687,3687,기타,자원순환 관련 시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,3687,3687,기타,자원순환 관련 시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,3687,3687,기타,자원순환 관련 시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,1026,1026,기타,공공용시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1026,1026,기타,공공용시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1026,1026,기타,공공용시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-1155,1080,1080,기타,공공용시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1080,1080,기타,공공용시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1080,1080,기타,공공용시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11200-100198177,3377.2,3377.2,사무소,교육연구 및 복지시설,,90.84177061,78.74819201,118.1933554,140.0534683,163.9949196,129.478198,88.87612336,139.2932124,191.7464652,204.0758333,157.0523505,112.0870678,83.44084427,154.2636435,219.7183748,159.7804573,168.2248074,122.6832728,2522.552357
11200-100215699,16530,16530,기타,자원순환 관련 시설,20170519,0.968763858,0.847148474,0.804558134,0.899388187,0.819531301,0.809382821,0.76695885,0.947302319,1.078067972,1.212327362,1.045459743,0.927338098,0.786091229,1.567856877,1.846025033,1.063760279,0.986565289,0.911200352,18.28772618
11200-1155,1028.5,1028.5,기타,자원순환 관련 시설,,4.089535129,3.441592038,3.479544837,3.381352065,4.124419403,4.34939067,4.148644593,5.133640832,5.75202919,5.703417308,4.76687145,3.958234597,3.283643797,5.748799165,5.196787828,2.565770658,2.247774659,2.030393952,73.40184217
11200-26200,1028.5,1028.5,기타,자원순환 관련 시설,19930416,7.671203714,7.195294473,8.415284035,8.385067575,10.27737337,9.071233015,7.226769952,7.788292495,8.231467238,8.98813775,8.454313629,6.750860711,7.578036296,14.59455005,16.36473098,11.36012984,11.24807713,8.309526426,167.9103487
11200-26201,1028.5,1028.5,기타,자원순환 관련 시설,19950511,7.949603479,7.903121916,8.986016701,8.800090451,10.99603022,9.257368527,6.896858897,7.273736432,7.566444652,8.70335855,8.268693126,6.95087801,7.425743705,13.83391806,15.64795527,10.80884771,12.36158316,8.286280744,167.9165296
11215-5894,6597.6,6597.6,사무소,자동차관련시설,20031013,18.41169516,19.81303807,25.58888838,26.4967185,30.11845216,26.29706257,20.69377501,19.54043895,17.21292591,18.44629108,19.18447617,16.18796987,18.38585243,37.86460228,45.04387959,25.37089245,26.64343852,22.17514702,433.4755441
11215-106,5445,5445,사무소,업무시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,4885.94,4885.94,기타,관광휴게시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,3922.41,3922.41,기타,관광휴게시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,2221.49,2221.49,기타,문화 및 집회시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,1541.53,1541.53,기타,문화 및 집회시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,1115.26,1115.26,기타,문화 및 집회시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,2123.01,2123.01,기타,관광휴게시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,5444.5,5444.5,기타,관광휴게시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,1926,1926,기타,미등록,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-106,19692.5,19692.5,기타,위락시설,,20.97404564,16.75780467,15.17271895,15.19001231,18.94952962,14.83955338,11.64582717,19.95469139,27.32434715,36.75149558,36.97070385,27.36519526,20.4198232,29.79264662,31.0058058,17.53135465,21.02199,18.86002156,400.5275668
11215-660,4973.75,4973.75,사무소,교육연구 및 복지시설,,24.98552823,26.53737954,34.64291426,37.21456296,41.72504112,31.6087955,24.79351617,28.82215894,36.50395423,39.54956089,30.3185401,27.25685037,24.64679926,49.0382389,63.29373936,41.36760328,40.05043338,31.19916977,633.5547863
11215-660,2669.78,2669.78,사무소,업무시설,,24.98552823,26.53737954,34.64291426,37.21456296,41.72504112,31.6087955,24.79351617,28.82215894,36.50395423,39.54956089,30.3185401,27.25685037,24.64679926,49.0382389,63.29373936,41.36760328,40.05043338,31.19916977,633.5547863
11215-726,1527,1527,기타,공공용시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,1464,1464,기타,공공용시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,2592,2592,기타,공공용시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,3226.45,3226.45,사무소,업무시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,1309.35,1309.35,기타,제1종 근린생활시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,1251.78,1251.78,기타,제1종 근린생활시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,4750.22,4750.22,기타,제1종 근린생활시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-726,4483.68,4483.68,기타,제1종 근린생활시설,,0.209232556,0.130092096,0.115931511,0.122680949,0.279638452,0.217702439,0.299886763,1.213442954,2.333187837,2.229961149,1.982481781,1.527225618,0.457903002,0.51533939,0.697177171,0.406951367,0.375983361,0.181573098,13.29639149
11215-481,5548.37,5548.37,기타,교육연구 및 복지시설,20060630,9.986298846,10.39974759,11.86316005,10.72597173,18.69507375,20.57173068,13.32718533,17.11440853,22.77481602,31.06809945,23.94448377,20.49676246,17.72804491,30.88690921,38.63294502,27.64918064,30.08799714,20.92062913,376.8734443
11215-73,1200,1200,기타,공공용시설,,4.02447072,3.921438791,4.067737904,4.469904829,4.636748073,5.553763368,3.795061259,3.81031372,3.966262349,4.311777277,4.091706057,3.697321,3.758019568,7.172391858,7.591367617,4.320804243,6.513734572,4.660404951,84.36322816
11215-73,2219,2219,기타,공공용시설,,4.02447072,3.921438791,4.067737904,4.469904829,4.636748073,5.553763368,3.795061259,3.81031372,3.966262349,4.311777277,4.091706057,3.697321,3.758019568,7.172391858,7.591367617,4.320804243,6.513734572,4.660404951,84.36322816
11215-21071,7406.85,7406.85,기타,교육연구 및 복지시설,20020621,8.972673944,7.893740254,10.55171902,10.02598946,12.15823866,10.19343581,7.036088216,15.42993985,19.51473973,17.54102621,18.34335784,15.61817777,14.488379,26.83002896,31.60986114,20.18712408,17.10960125,11.29464617,274.7987674
11215-100188155,2476.69,2476.69,기타,문화 및 집회시설,20100211,4.488046546,5.229762304,7.890167926,8.194404629,8.856174975,5.724979711,4.706786073,8.750691447,6.297921823,3.72412373,6.648793349,5.696110535,6.729849113,14.01043328,18.6006323,10.52836649,9.241467442,7.541517105,142.8602288
11215-100192417,3430.5,3430.5,기타,교육연구 및 복지시설,,10.9271979,7.626631999,7.753576841,12.42377053,14.61853979,12.23488272,7.008731803,11.17573449,23.38767537,28.53047093,24.19905174,11.93205044,10.00340652,16.84848653,24.42388176,13.70621932,14.05034691,12.5790103,263.4296659
11230-13996,7578.68,7578.68,기타,판매 및 영업시설,,110.9766112,97.96611285,107.1429243,142.0635284,136.7132962,139.960913,98.66396923,93.23878202,112.0330883,184.4027336,172.3905576,118.9832209,97.58939963,173.6654378,200.7849122,129.986736,166.6674891,135.8836225,2419.113335
11230-34287,22825.55,22825.55,기타,의료시설,20020725,27.82438977,24.50639744,27.49042192,33.71653695,36.19310378,38.71087444,28.42943544,27.208501,27.92414641,30.33782318,30.64793619,25.71648876,26.01792728,48.07594998,52.6387316,31.95778415,38.72930773,34.92445965,591.0502157
11230-1175,11023.54,11023.54,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,17933.7,17933.7,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,11085.02,11085.02,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,4815.36,4815.36,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,20782.2,20782.2,기타,기타,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,7987.38,7987.38,사무소,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,8078.2,8078.2,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,6100.84,6100.84,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,6520.65,6520.65,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,3952.47,3952.47,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,4838.24,4838.24,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,7910.15,7910.15,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,4582.2,4582.2,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,12555.79,12555.79,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,2983.7,2983.7,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,1140.8,1140.8,기타,동물 및 식물관련시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,1259.5,1259.5,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,7201.23,7201.23,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,9677.34,9677.34,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,6843.71,6843.71,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,2002.26,2002.26,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,15522.11,15522.11,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,7622.29,7622.29,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,11414.64,11414.64,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,19458.59,19458.59,사무소,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,9298.37,9298.37,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-1175,1938.6,1938.6,기타,교육연구 및 복지시설,,16.76224832,13.90334919,14.96871655,18.8902482,19.14388696,20.84094669,14.93443211,16.717738,21.28879786,26.73373428,26.33163533,19.63093733,17.85030021,30.59624915,33.65486997,19.72378936,23.76162386,20.53175261,376.265256
11230-311,3632.93,3632.93,기타,공공용시설,,8.76309347,7.003362274,7.127217919,11.39471936,11.94777773,14.2998087,8.395205415,7.680889442,9.636214454,13.62779985,15.58189857,11.10531409,9.146923341,15.57147508,16.13066492,11.18747575,17.21532153,14.00304567,209.8182076
11230-311,1676.76,1676.76,사무소,공공용시설,,8.76309347,7.003362274,7.127217919,11.39471936,11.94777773,14.2998087,8.395205415,7.680889442,9.636214454,13.62779985,15.58189857,11.10531409,9.146923341,15.57147508,16.13066492,11.18747575,17.21532153,14.00304567,209.8182076
11230-25283,2445.69,2445.69,사무소,자동차관련시설,20010528,9.047140071,11.36683308,14.19926483,17.29368808,14.05196489,15.17189423,11.65693526,11.18692475,11.1183347,13.29634991,13.65504214,11.14532095,12.94327981,25.9023016,27.35731021,12.18316712,13.58082995,10.61684024,255.7734218
11230-9994,3488.03,3488.03,사무소,업무시설,19981218,17.44958045,14.39766141,12.90005886,19.8144337,21.49340271,24.06325323,16.10262431,13.9433591,18.02144603,27.50626216,29.41326848,21.5093535,17.01418278,28.26717423,28.03677384,19.6992335,27.48085904,22.57687532,379.6898027
11230-9994,1167,1167,사무소,업무시설,19981218,17.44958045,14.39766141,12.90005886,19.8144337,21.49340271,24.06325323,16.10262431,13.9433591,18.02144603,27.50626216,29.41326848,21.5093535,17.01418278,28.26717423,28.03677384,19.6992335,27.48085904,22.57687532,379.6898027
11230-19975,2397,2397,기타,교육연구 및 복지시설,20030306,14.45308946,11.37019405,12.51399503,13.11817145,15.79888699,14.409934,11.68026058,15.38473965,19.0834163,25.28583486,22.17320208,17.11095799,15.12689485,27.62529589,28.28386995,16.87632285,22.69759529,18.32801445,321.3206757
11230-19975,5584.91,5584.91,기타,교육연구 및 복지시설,20030306,14.45308946,11.37019405,12.51399503,13.11817145,15.79888699,14.409934,11.68026058,15.38473965,19.0834163,25.28583486,22.17320208,17.11095799,15.12689485,27.62529589,28.28386995,16.87632285,22.69759529,18.32801445,321.3206757
11230-1344,3729.36,3729.36,기타,교육연구 및 복지시설,,19.93370172,16.95823263,18.02287258,21.24085211,22.72270844,22.77410862,19.45360214,19.65728903,24.1219964,31.09027542,32.45046643,24.2425681,21.44153155,36.24150331,37.66430411,21.80734774,24.14058795,21.46258375,435.426532
11230-1344,3112.61,3112.61,기타,교육연구 및 복지시설,,19.93370172,16.95823263,18.02287258,21.24085211,22.72270844,22.77410862,19.45360214,19.65728903,24.1219964,31.09027542,32.45046643,24.2425681,21.44153155,36.24150331,37.66430411,21.80734774,24.14058795,21.46258375,435.426532
11230-1344,3216.36,3216.36,기타,교육연구 및 복지시설,,19.93370172,16.95823263,18.02287258,21.24085211,22.72270844,22.77410862,19.45360214,19.65728903,24.1219964,31.09027542,32.45046643,24.2425681,21.44153155,36.24150331,37.66430411,21.80734774,24.14058795,21.46258375,435.426532
11230-100206421,6226.74,6226.74,기타,공동주택,20131025,7.982296122,7.493830984,7.757501353,8.248464699,8.852110311,10.48782206,7.499397163,7.7196338,7.736902106,8.61819928,8.595189482,7.134439854,7.300767822,13.63249444,14.2275059,7.544145742,12.18064193,8.656811912,161.668155
