PK,실소유(연)면적,공부면적,건물구분,건물용도,준공년도,20년 4월,20년 5월,20년 6월,20년 7월,20년 8월,20년 9월,20년 10월,20년 11월,20년 12월,21년 1월,21년 2월,21년 3월,21년 4월,21년 5월,21년 6월,21년 7월,21년 8월,21년 9월,평균
11260-369,59665.5,59665.5,사무소,자동차관련시설,,57.36709327,53.94595815,64.02079701,68.55649485,76.55777563,78.84549138,61.69626589,56.91071743,64.7627164,72.96199201,73.93782367,64.01451146,59.78590763,117.6228458,136.7547133,76.4255546,85.41658504,75.76916358,1345.352407
11260-6080,2505.42,2505.42,기타,교육연구 및 복지시설,19991122,10.61069601,8.256300341,8.68217704,13.41072555,16.52686975,14.1362526,8.793036696,11.59855433,13.5160971,16.57406742,13.5643924,12.81801055,11.89381421,17.2897159,20.61550558,17.04933704,21.9480167,16.4489387,253.7325079
11260-6478,3600.98,3600.98,사무소,자동차관련시설,20020729,12.81456715,13.12003954,15.43857505,16.58486023,19.34633072,17.53793412,13.6843998,13.15135047,12.41210726,14.18002877,13.72258385,11.15126993,12.36934112,25.07622925,32.1876267,18.46809757,18.7361496,17.06979767,297.0512888
11260-210,4557.69,4557.69,사무소,교육연구 및 복지시설,,0.572603369,0.600869173,0.692512212,0.846649177,0.868952664,0.835166194,0.654530037,0.536608633,0.506797043,0.501938858,0.578124034,0.544116738,0.678600136,1.339975797,1.382374504,0.8152918,1.006306808,0.706865941,13.66828312
11260-210,7976.74,7976.74,기타,교육연구 및 복지시설,,0.572603369,0.600869173,0.692512212,0.846649177,0.868952664,0.835166194,0.654530037,0.536608633,0.506797043,0.501938858,0.578124034,0.544116738,0.678600136,1.339975797,1.382374504,0.8152918,1.006306808,0.706865941,13.66828312
11260-100191189,2021.08,2021.08,기타,운동시설,20101125,0.967428306,0.819116512,0.844969026,0.685771964,0.797345973,0.844969026,1.001444772,1.194658302,1.289904408,1.28718309,1.181051715,1.051789142,0.985116868,1.777020207,1.657282245,0.747001603,1.163363152,1.262691234,19.55810755
11260-25891,7848.24,5513.87,기타,노유자시설,20060421,21.02040509,20.10325296,29.07860565,31.76127564,38.02338661,23.97567308,24.00879246,27.14749088,32.28099519,34.51782734,27.2850637,26.68381952,22.72477947,46.99343171,52.49124923,39.182565,38.27815109,28.05954772,563.6163123
11260-25891,18058.04,18058.04,기타,의료시설,20060421,21.02040509,20.10325296,29.07860565,31.76127564,38.02338661,23.97567308,24.00879246,27.14749088,32.28099519,34.51782734,27.2850637,26.68381952,22.72477947,46.99343171,52.49124923,39.182565,38.27815109,28.05954772,563.6163123
11260-100216202,5083.62,5083.62,기타,교육연구 및 복지시설,,12.63687686,10.83439852,10.50241443,11.87331345,17.7250213,16.93118875,15.36305212,23.05531885,23.99463855,19.27265303,18.23569095,21.371476,26.91609857,48.91492686,51.13922028,28.67219678,30.39949048,25.52811213,413.3660879
11260-100192650,98616.13,98616.13,기타,의료시설,,25.94432181,25.94418447,38.27157377,43.29867461,49.09432661,36.28198183,26.16369989,26.9050039,31.53180222,32.76805966,27.43552696,29.28671322,26.37503018,58.81211376,76.80089688,49.29450533,44.47763611,39.27699943,687.9630506
11260-100192650,1504.4,1504.4,기타,의료시설,,25.94432181,25.94418447,38.27157377,43.29867461,49.09432661,36.28198183,26.16369989,26.9050039,31.53180222,32.76805966,27.43552696,29.28671322,26.37503018,58.81211376,76.80089688,49.29450533,44.47763611,39.27699943,687.9630506
11290-3813,4196,4196,기타,문화 및 집회시설,19721123,21.0863918,8.830672069,8.53443756,8.148415157,8.312917064,7.588060057,6.66593184,7.046711153,9.132805052,18.68309104,17.99100334,12.36975691,9.519482841,18.11880362,16.10021449,8.118922784,10.41277407,8.733019542,205.3934104
11290-21112,1226.35,1226.35,사무소,자동차관련시설,19681213,9.04778675,7.464274304,6.240197217,7.190704058,6.653547881,8.510630573,5.665100642,8.560552151,13.98802608,17.38069651,17.43660867,11.91727904,8.969909088,13.96606059,12.32463911,6.365999593,10.74512039,7.667954341,180.095087
11290-27267,2595.02,2595.02,기타,교육연구 및 복지시설,19990630,14.70258418,11.03594577,8.794633567,12.61705112,14.77464528,17.26393246,9.194148793,12.2609845,18.77827531,23.52794969,26.63929372,17.36566578,13.88553845,19.0177725,18.46459758,14.35711478,22.22873041,17.94321431,292.8520782
11290-1254,1000,1000,기타,문화 및 집회시설,,13.35800988,12.41817636,13.00103027,12.64159551,14.09946683,14.97448424,12.77417391,15.50381576,18.53691482,17.92901833,20.46764909,17.28822275,16.32432872,28.52203212,29.73193273,15.91873703,18.77211872,14.51537017,306.7770772
11290-100194968,1000,1000,기타,문화 및 집회시설,20100420,17.24080008,10.24309145,8.821755909,7.90736338,9.319223348,8.347977396,8.073185859,10.66949211,24.57489146,51.36706636,45.77174213,29.93806423,24.53698918,38.32868169,36.68940804,19.33963889,11.45596444,8.812280339,371.4376163
11290-100223125,1409,1409,기타,교육연구 및 복지시설,,10.13639252,8.178893721,9.129601813,9.844655092,11.28015421,11.78435844,7.994468215,11.77788737,17.19956585,20.70257196,21.61499288,15.38496986,12.05236861,21.94124268,32.72743852,19.97565505,20.99269161,15.81044274,278.5283511
11290-478,2883.77,2883.77,사무소,교육연구 및 복지시설,,1.526481306,1.063869615,0.786577148,0.55595767,0.682249289,0.614985274,0.579294165,1.10093346,1.652772925,2.13872111,11.53646483,10.14176609,5.854714721,8.085409075,7.157440224,3.578720112,1.564917885,0.225128538,58.84640344
11290-31093,8071.35,8071.35,기타,자동차관련시설,19980930,11.74295502,8.659517925,7.833633779,9.210788778,9.887100671,10.39918973,7.282022214,8.467016051,11.10923204,14.67000564,18.21885434,14.0103886,10.29493207,15.54801861,15.18890892,8.642141649,11.7967874,10.18760802,203.1491015
11290-33127,1368,1368,기타,제1종 근린생활시설,19840203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11290-35114,5087.55,5087.55,기타,교육연구 및 복지시설,20020829,10.56757611,9.693948835,10.37834623,11.45321036,13.98860255,13.48863224,9.018676736,14.17110852,16.56673955,15.57256228,15.98079932,15.07211169,15.01687962,26.53925014,29.57365208,19.6736636,21.93289544,19.78460802,288.4732633
11290-1609,2517.35,2517.35,기타,제1종 근린생활시설,,11.34640854,9.614365833,8.92730424,8.337366536,8.91201622,9.234863225,9.055004169,10.7438807,12.5352769,17.16934548,18.14687945,11.46151834,10.67823215,18.31504766,16.68192744,7.895812554,8.921009173,9.611667947,207.5879266
11305-302,5433.95,5433.95,사무소,업무시설,19971230,7.485667712,6.391766057,6.753163029,10.16714401,11.87649658,13.40449452,8.27302495,7.774627819,11.12457041,15.56395297,14.96582392,10.83009881,8.55253677,14.27111239,16.12875056,12.05155233,15.74347042,13.33704425,204.6952975
11305-100187162,7525.64,7525.64,기타,문화 및 집회시설,20091008,14.71236292,13.29758639,15.63621674,14.86384626,17.22885854,14.93654853,11.52440467,15.97954654,23.80160613,36.80388512,30.02798452,16.51873482,14.79466968,28.50512718,31.13991596,18.20669197,22.89088248,17.70312538,358.5719938
11305-100187162,1150.1,1150.1,기타,관광휴게시설,20091008,14.71236292,13.29758639,15.63621674,14.86384626,17.22885854,14.93654853,11.52440467,15.97954654,23.80160613,36.80388512,30.02798452,16.51873482,14.79466968,28.50512718,31.13991596,18.20669197,22.89088248,17.70312538,358.5719938
11305-100187162,10071.79,10071.79,기타,자동차관련시설,20091008,14.71236292,13.29758639,15.63621674,14.86384626,17.22885854,14.93654853,11.52440467,15.97954654,23.80160613,36.80388512,30.02798452,16.51873482,14.79466968,28.50512718,31.13991596,18.20669197,22.89088248,17.70312538,358.5719938
11305-100187162,1465.23,1465.23,사무소,업무시설,20091008,14.71236292,13.29758639,15.63621674,14.86384626,17.22885854,14.93654853,11.52440467,15.97954654,23.80160613,36.80388512,30.02798452,16.51873482,14.79466968,28.50512718,31.13991596,18.20669197,22.89088248,17.70312538,358.5719938
11305-19965,2433.5,2433.5,기타,교육연구 및 복지시설,20000512,8.282963656,5.74184341,5.754210965,7.70993362,10.78615673,12.19770698,8.50310613,10.22137173,14.11055545,17.80350729,18.1679379,11.20253108,8.975546721,13.72303873,13.56968105,10.83315344,16.6755863,14.04706866,208.3058998
11305-495,4388.49,4388.49,기타,교육연구 및 복지시설,20060707,7.332126981,8.596805514,6.878417751,6.101515354,5.34651311,6.103948704,5.412213569,5.51065365,6.841032641,22.12866672,33.11878289,11.5150562,6.223846512,10.3673997,10.43907293,5.772570632,9.196073337,7.57701051,174.4617067
11305-495,4077.02,4077.02,기타,교육연구 및 복지시설,20060707,7.332126981,8.596805514,6.878417751,6.101515354,5.34651311,6.103948704,5.412213569,5.51065365,6.841032641,22.12866672,33.11878289,11.5150562,6.223846512,10.3673997,10.43907293,5.772570632,9.196073337,7.57701051,174.4617067
11305-29595,6409.93,6409.93,기타,교육연구 및 복지시설,20010227,13.0577089,11.30772879,13.07015053,12.8298983,16.6044325,14.64380266,12.4961193,21.84107315,23.19206294,25.86272393,26.060503,21.63685875,19.81651906,35.38314771,32.07109906,20.86461943,22.40523687,20.61149654,363.7551814
11305-100226213,8156.55,8156.55,기타,기타,20170828,0.438635207,0.453132758,0.438298055,0.453132758,0.451109844,0.435600836,0.448075473,0.430543551,0.776461862,0.351649901,0.323329104,0.365135995,0.351987053,0.927843267,0.878619024,0.459201501,0.44335534,0.254212872,8.680324401
11320-556,3550.8,2757.37,기타,교육연구 및 복지시설,20000718,7.29011772,5.202137546,5.122366791,6.744114002,8.905669145,9.981412639,5.758209418,6.925340768,10.66759603,13.26827757,15.42363693,9.989157373,7.229708798,11.75495663,11.52571252,8.191604709,12.70833333,10.58317844,167.2715304
11320-8212,1193.39,1193.39,기타,제2종 근린생활시설,19870610,8.913263895,8.270347497,9.226656835,9.45478846,10.54935939,8.321043414,8.203521062,10.02396534,8.938611854,6.657295603,7.429256153,7.31403816,7.599778781,13.65563646,15.09355701,8.454696285,8.634436354,7.486865149,164.2271177
11320-153,16325.39,16325.39,기타,운동시설,20050714,6.884343442,7.109628624,7.607907769,8.429156114,10.18146233,7.916031717,7.975979333,10.23585714,14.60806683,17.62369257,14.14661751,11.71108978,10.71725123,21.2178298,24.5039564,17.73350209,16.45012449,10.51519717,225.5676943
11320-153,5016.1,5016.1,기타,교육연구 및 복지시설,20050714,6.884343442,7.109628624,7.607907769,8.429156114,10.18146233,7.916031717,7.975979333,10.23585714,14.60806683,17.62369257,14.14661751,11.71108978,10.71725123,21.2178298,24.5039564,17.73350209,16.45012449,10.51519717,225.5676943
11320-100212674,1091.22,1125.49,기타,기타,20180116,1.249248587,1.029008363,2.191416386,0.898747517,0.980879858,1.487275432,1.747273986,4.235831577,4.852085695,1.270174024,1.903691628,2.778898028,3.525936128,5.659284426,5.297274367,2.607832581,2.639220737,1.297377092,45.65145641
11320-100212299,1091.22,1125.49,기타,기타,20171106,41.40575003,26.32938159,27.42491147,25.53009941,34.56125475,49.12432271,31.61344341,52.87581595,69.00811681,53.63843381,70.21510623,62.53906417,54.84249008,90.38781518,99.68002048,48.05372456,52.34638316,31.58557852,921.1617123
11320-100212674,4983.52,4983.52,기타,운동시설,20180116,1.249248587,1.029008363,2.191416386,0.898747517,0.980879858,1.487275432,1.747273986,4.235831577,4.852085695,1.270174024,1.903691628,2.778898028,3.525936128,5.659284426,5.297274367,2.607832581,2.639220737,1.297377092,45.65145641
11320-100212299,4983.52,4983.52,기타,운동시설,20171106,41.40575003,26.32938159,27.42491147,25.53009941,34.56125475,49.12432271,31.61344341,52.87581595,69.00811681,53.63843381,70.21510623,62.53906417,54.84249008,90.38781518,99.68002048,48.05372456,52.34638316,31.58557852,921.1617123
11320-100195732,16597.22,16597.22,기타,자동차관련시설,20130523,6.089950606,5.357101972,5.520472706,5.607625855,6.232112968,6.967446958,5.654184857,6.042728843,6.736640233,8.959211241,10.01134527,7.316722319,6.934805949,11.80643505,12.10534053,6.022017543,7.075974169,7.165281294,131.6053984
11320-100183169,2970.18,2970.18,사무소,자동차관련시설,,164.960915,168.2193638,177.7093406,149.8093322,144.6628637,139.2612795,126.7041907,128.0999679,135.7861459,145.9163649,192.4447249,192.3106257,173.1270702,341.6473397,359.0753394,196.824211,191.7766816,172.3788944,3300.714651
11350-100195811,2997.87,2997.87,기타,운동시설,,14.05634367,12.58351191,15.85982928,15.50073209,27.60692919,14.90608849,14.90164422,25.63811666,26.70740852,25.73589065,42.25080563,37.53809953,28.0122468,43.72097082,48.84610536,32.62984547,16.60202271,12.228859,455.32545
11350-655,2399.89,2399.89,사무소,업무시설,,6.235640826,5.070021907,5.995485111,7.456445112,9.459475235,8.90578714,6.223564249,8.080452512,13.16790138,17.57080709,16.30016782,10.29352334,8.144198491,11.76075093,13.69483756,9.841645372,12.07596486,9.705134199,179.9818031
11350-655,1506.8,1506.8,사무소,문화 및 집회시설,,6.235640826,5.070021907,5.995485111,7.456445112,9.459475235,8.90578714,6.223564249,8.080452512,13.16790138,17.57080709,16.30016782,10.29352334,8.144198491,11.76075093,13.69483756,9.841645372,12.07596486,9.705134199,179.9818031
11350-655,6633.28,6633.28,사무소,문화 및 집회시설,,6.235640826,5.070021907,5.995485111,7.456445112,9.459475235,8.90578714,6.223564249,8.080452512,13.16790138,17.57080709,16.30016782,10.29352334,8.144198491,11.76075093,13.69483756,9.841645372,12.07596486,9.705134199,179.9818031
11350-655,5723.57,5723.57,사무소,교육연구 및 복지시설,,6.235640826,5.070021907,5.995485111,7.456445112,9.459475235,8.90578714,6.223564249,8.080452512,13.16790138,17.57080709,16.30016782,10.29352334,8.144198491,11.76075093,13.69483756,9.841645372,12.07596486,9.705134199,179.9818031
11350-498,3120.28,3120.28,사무소,업무시설,,19.64548261,15.18335826,11.80584285,14.57191654,15.97333164,17.56319681,11.54971412,16.3140587,22.78728956,34.03478344,34.6975676,24.94192152,19.95995502,30.45073142,25.34332601,14.93014671,20.56672925,16.73121599,367.0505681
11350-498,1593.17,1593.17,기타,업무시설,,19.64548261,15.18335826,11.80584285,14.57191654,15.97333164,17.56319681,11.54971412,16.3140587,22.78728956,34.03478344,34.6975676,24.94192152,19.95995502,30.45073142,25.34332601,14.93014671,20.56672925,16.73121599,367.0505681
11350-11550,1167.8,1167.8,기타,의료시설,19920916,27.18879412,21.50933268,19.16566082,19.19500257,20.59790473,25.85191088,16.53774082,21.94945884,29.4371053,41.02159286,42.27962016,31.81378662,28.76224518,42.26311543,39.96712391,19.27019079,27.2254713,22.67383317,496.7098902
11350-100187893,1546.19,1546.19,기타,운동시설,20101030,70.47938144,35.69329897,38.21649485,56.75773196,72.46391753,160.3221649,58.65721649,95.22938144,144.814433,155.3608247,147.4510309,233.7216495,136.3943299,204.8608247,239.1649485,163.7525773,184.1649485,91.17525773,2288.680412
11350-303,6022.8,6022.8,사무소,자동차관련시설,,0.288235207,0.308997913,0.45392974,0.492605368,0.423396349,0.409554546,0.330574842,0.300855675,0.293527661,0.273986291,0.256887593,0.249152467,0.259330264,0.518660528,0.530873884,0.278871634,0.262994271,0.260958711,6.193392944
11350-139,3159.66,3159.66,기타,교육연구 및 복지시설,,12.71847524,10.04371506,11.33141115,14.02032184,15.66209505,15.57247518,10.94871856,12.79929036,16.35484096,17.95856503,20.10095171,14.1391861,12.96689525,22.6187985,25.32689099,14.36119182,17.56455204,15.23946659,279.7278414
11350-139,2851.26,2851.26,기타,교육연구 및 복지시설,,12.71847524,10.04371506,11.33141115,14.02032184,15.66209505,15.57247518,10.94871856,12.79929036,16.35484096,17.95856503,20.10095171,14.1391861,12.96689525,22.6187985,25.32689099,14.36119182,17.56455204,15.23946659,279.7278414
11350-139,2734.35,2734.35,기타,교육연구 및 복지시설,,12.71847524,10.04371506,11.33141115,14.02032184,15.66209505,15.57247518,10.94871856,12.79929036,16.35484096,17.95856503,20.10095171,14.1391861,12.96689525,22.6187985,25.32689099,14.36119182,17.56455204,15.23946659,279.7278414
11350-405,1990.98,1990.98,사무소,교육연구 및 복지시설,,7.558103051,7.178102437,8.977734634,13.45374744,12.39545101,14.76842982,6.745803313,12.03182669,20.58131226,18.07978828,19.99458285,11.97970427,13.60201459,18.94755614,17.32612627,12.59108617,8.192200463,12.98376521,237.3873349
11350-405,4610.88,4610.88,기타,교육연구 및 복지시설,,7.558103051,7.178102437,8.977734634,13.45374744,12.39545101,14.76842982,6.745803313,12.03182669,20.58131226,18.07978828,19.99458285,11.97970427,13.60201459,18.94755614,17.32612627,12.59108617,8.192200463,12.98376521,237.3873349
11350-405,1385.48,1385.48,기타,교육연구 및 복지시설,,7.558103051,7.178102437,8.977734634,13.45374744,12.39545101,14.76842982,6.745803313,12.03182669,20.58131226,18.07978828,19.99458285,11.97970427,13.60201459,18.94755614,17.32612627,12.59108617,8.192200463,12.98376521,237.3873349
11350-405,4582.62,4582.62,기타,교육연구 및 복지시설,,7.558103051,7.178102437,8.977734634,13.45374744,12.39545101,14.76842982,6.745803313,12.03182669,20.58131226,18.07978828,19.99458285,11.97970427,13.60201459,18.94755614,17.32612627,12.59108617,8.192200463,12.98376521,237.3873349
11350-405,15151.91,15151.91,기타,교육연구 및 복지시설,,7.558103051,7.178102437,8.977734634,13.45374744,12.39545101,14.76842982,6.745803313,12.03182669,20.58131226,18.07978828,19.99458285,11.97970427,13.60201459,18.94755614,17.32612627,12.59108617,8.192200463,12.98376521,237.3873349
11350-751,49961.5,49961.5,기타,분뇨 및 쓰레기처리시설,,77.20838159,86.37725741,103.3216166,103.180275,109.7171544,122.8051729,85.24519527,83.33719549,104.0121434,101.1031531,87.1239367,97.64645502,107.7394074,152.660966,223.6411587,118.7409945,107.1111654,103.5763712,1974.548
11350-751,7786.14,7786.14,기타,교육연구 및 복지시설,,77.20838159,86.37725741,103.3216166,103.180275,109.7171544,122.8051729,85.24519527,83.33719549,104.0121434,101.1031531,87.1239367,97.64645502,107.7394074,152.660966,223.6411587,118.7409945,107.1111654,103.5763712,1974.548
11350-100212432,1448.35,1448.35,기타,문화 및 집회시설,20180822,11.93340698,8.927745365,10.83215383,11.79100356,13.88908068,10.55873926,10.78468602,21.83709048,34.6078296,51.52155902,48.24058411,33.18949149,24.76110747,40.62864639,49.40069735,26.3522284,30.21990541,26.85728588,466.3332413
11350-4622,4910.35,4834.43,사무소,교육연구 및 복지시설,19950630,0.521242645,0.451628179,0.515354854,0.653544765,0.667744731,0.713461693,0.43569651,0.464096441,0.447472091,0.425998972,0.547218192,0.457515969,0.467906188,0.931656289,0.931656289,0.453013541,0.837797979,0.688871509,10.61187684
11350-4622,6695.8,6695.8,기타,교육연구 및 복지시설,19950630,0.521242645,0.451628179,0.515354854,0.653544765,0.667744731,0.713461693,0.43569651,0.464096441,0.447472091,0.425998972,0.547218192,0.457515969,0.467906188,0.931656289,0.931656289,0.453013541,0.837797979,0.688871509,10.61187684
11350-258,17113.05,17113.05,기타,문화 및 집회시설,,21.00545326,23.13115135,25.40339163,27.49795433,31.56536865,25.80969562,25.0084096,23.9217587,28.69203519,29.54452735,27.43812806,26.78171167,22.9801061,48.65406685,53.95171511,32.96002833,33.28630665,27.83066558,535.462474
11380-876,1049.4,1049.4,기타,교육연구 및 복지시설,19871226,11.64046122,10.71016771,11.60115304,15.52148847,16.59591195,16.9706499,12.21698113,11.85272537,14.29769392,15.20178197,15.26205451,12.85901468,12.83280922,23.98322851,23.75786164,15.5057652,19.94234801,16.51991614,277.2720126
11380-100286054,1581.89,1581.89,기타,업무시설,20180523,12.24200166,7.690800245,9.27276865,10.11590566,13.27810404,10.81649167,9.23452326,16.58459185,23.35750273,28.99000563,23.22885915,15.74145484,12.22983267,17.86407399,20.87850609,13.20335169,15.10171377,11.45101745,271.281505
11380-2330,4586.02,4586.02,기타,자동차관련시설,20000725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-2323,4586.02,4586.02,기타,자동차관련시설,20000725,118.4752437,127.7914756,136.3489686,141.8238343,140.4815388,129.7064149,123.6795826,124.1896205,122.5658851,118.2587074,108.4209504,123.9254117,120.1460772,245.0835234,271.4527098,145.5865122,138.6895139,126.9213096,2563.54728
11380-100221879,1311.82,1311.82,사무소,공공용시설,20020510,14.60509064,11.03714686,9.435555183,9.888361208,9.406206644,10.67448278,12.04757512,12.40395024,13.56321751,19.64675032,23.3278956,15.19835038,10.15249806,17.7474806,16.51064933,7.991187815,8.253228339,8.236457746,230.1260844
11380-100293215,3956.43,3956.43,사무소,업무시설,,29.25470192,49.39488672,50.28519046,60.71297086,59.4258162,53.49393911,55.57218478,46.06081672,36.61210933,41.71112164,34.27538839,34.30671872,54.20931513,93.78736301,101.7974858,58.77310085,56.20401324,48.96409459,964.8412175
11380-100293215,15002.83,15002.83,사무소,업무시설,,29.25470192,49.39488672,50.28519046,60.71297086,59.4258162,53.49393911,55.57218478,46.06081672,36.61210933,41.71112164,34.27538839,34.30671872,54.20931513,93.78736301,101.7974858,58.77310085,56.20401324,48.96409459,964.8412175
11380-19132,3856.69,3856.69,기타,교육연구 및 복지시설,20070815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-100182305,3856.69,3856.69,기타,교육연구 및 복지시설,20070817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-19132,5857,5857,기타,교육연구 및 복지시설,20070815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-100182305,5857,5857,기타,교육연구 및 복지시설,20070817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-19132,9700,9700,기타,교육연구 및 복지시설,20070815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-100182305,9700,9700,기타,교육연구 및 복지시설,20070817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-19132,3208.36,3208.36,기타,교육연구 및 복지시설,20070815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-100182305,3208.36,3208.36,기타,교육연구 및 복지시설,20070817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11380-30098,4963.16,4963.16,기타,교육연구 및 복지시설,20031103,24.45276799,23.05426382,23.10191491,20.3791536,22.13171649,24.48545886,15.92488455,25.26671516,30.17256143,28.40670057,30.9105993,25.97871114,26.27237486,49.26790593,52.72205611,29.81850273,36.55614568,30.66015401,519.5625871
11380-300,766210,7662.1,기타,노유자시설,,28.0029286,24.09886258,23.19957402,25.10427606,31.40077504,33.68412489,20.91955213,26.57782248,37.57672795,48.61630848,41.19089175,32.31374521,26.23541245,43.25903356,46.15435815,29.26977178,40.66026712,28.29726812,586.5617004
11380-100213769,16570.38,16570.38,기타,의료시설,,21.01747338,20.44435377,28.91968122,30.92888677,35.0911754,24.3929925,19.77367236,23.45666805,28.05223272,30.3028776,24.86541278,23.08121196,19.86032756,39.50700522,53.02252818,35.99418242,33.5563324,25.84984581,518.1168601
11380-100213769,1386.13,1386.13,기타,의료시설,,21.01747338,20.44435377,28.91968122,30.92888677,35.0911754,24.3929925,19.77367236,23.45666805,28.05223272,30.3028776,24.86541278,23.08121196,19.86032756,39.50700522,53.02252818,35.99418242,33.5563324,25.84984581,518.1168601
11380-33262,30149.17,30149.17,기타,의료시설,19911219,9.996221695,11.86648253,13.03449983,13.04166558,18.62378508,16.86817625,14.51781015,14.5249759,15.7789822,15.82914246,15.90079996,14.38882664,15.48518644,29.1359408,29.66620632,19.48367512,24.54986059,17.49159653,310.1838341
11380-359,30149.17,30149.17,기타,의료시설,,0.004446382,0.010616871,0.015789192,0.013429888,0.023502304,0.005172322,0.002631532,0.002813017,0.002722275,0.002813017,0.003085244,0.002813017,0.006442716,0.011978008,0.015426222,0.006714944,0.006714944,0.006805686,0.143917581
11380-100253351,3718.61,3718.61,기타,자동차관련시설,20141230,3.002465975,2.946262179,3.061627866,2.959573604,3.061627866,2.749548891,3.213969736,3.029088826,3.158505463,3.998604317,3.512737286,2.473706573,2.319146133,4.477076112,4.528842767,2.220049965,2.311011373,2.27181662,55.29566155
11380-100221370,1521.96,1521.96,사무소,업무시설,20110930,15.52843291,12.10725675,10.52333393,17.95166486,21.98552859,24.1861858,13.29701993,14.04608511,19.96819205,28.54703207,29.9201159,21.59946258,17.63439468,28.4029655,29.19290351,18.36484452,23.69692604,21.79411431,368.746459
11380-100221370,5189.09,5189.09,사무소,업무시설,20110930,15.52843291,12.10725675,10.52333393,17.95166486,21.98552859,24.1861858,13.29701993,14.04608511,19.96819205,28.54703207,29.9201159,21.59946258,17.63439468,28.4029655,29.19290351,18.36484452,23.69692604,21.79411431,368.746459
11380-100213319,2636.3,2636.3,기타,교육연구 및 복지시설,,17.04800859,13.47025064,14.54341664,16.94876091,18.91031472,20.97676445,14.55874759,17.18033884,25.0434988,36.96855176,34.67375167,22.42916958,20.19004501,30.72482351,32.57421937,22.70835412,25.98272078,20.86702718,405.7987642
11410-100189429,6389.09,6389.09,사무소,업무시설,,31.82505287,30.55465226,35.75332234,37.92991315,38.05565245,32.4971078,7.037065505,0,0,0,41.47337697,32.3005498,32.27489609,58.88791004,67.66292405,37.86993405,37.50608495,30.10625432,551.7346966
11410-100189429,1058.58,1058.58,사무소,업무시설,,31.82505287,30.55465226,35.75332234,37.92991315,38.05565245,32.4971078,7.037065505,0,0,0,41.47337697,32.3005498,32.27489609,58.88791004,67.66292405,37.86993405,37.50608495,30.10625432,551.7346966
11410-2051,3452.89,3227.8,기타,교육연구 및 복지시설,20050614,10.43045482,8.107726851,7.558160039,13.46600327,14.91265708,17.90617983,7.979225199,9.585091751,17.02525656,20.16748563,24.1768988,17.48915561,13.26314846,20.8269658,18.34744966,13.56783477,21.47189862,17.61684907,273.8984418
11410-100182100,1398.69,1355.38,사무소,업무시설,,17.81361554,14.49281334,15.50881072,14.93458959,17.85277698,18.46307944,14.40084995,17.27679579,22.03865102,26.79148593,29.88567979,21.65583693,17.53354523,28.65781461,27.95686881,17.04160713,24.02026395,20.39695061,366.7220354
11410-6910,3547.4,3547.4,사무소,업무시설,19671110,15.12445735,13.32595704,16.11905903,16.29038169,18.72378362,17.01598354,13.54844393,18.00438349,22.92002593,27.27906354,24.60767041,17.20126008,16.67178779,30.74350228,32.57766251,18.77494785,20.10366747,15.01592716,354.0479647
11410-13813,4805.39,4805.39,사무소,업무시설,20060209,14.45851195,11.55110598,14.73781137,16.2173131,18.20998544,14.98906868,11.34752026,13.06481908,17.47528215,19.3019452,17.64633903,13.47142968,12.22748168,23.44993413,27.31413689,17.86899338,20.30136601,15.16909902,298.802143
11410-14897,5804.57,5616.92,기타,교육연구 및 복지시설,20050422,13.79460494,12.10563401,9.51272015,4.550035575,5.078756911,12.12695342,11.89528251,13.3530563,18.81366751,21.92156353,22.55925073,17.46485958,14.14187442,26.01820634,25.65056499,14.5038306,20.82621969,19.96491558,284.2819968
11410-21660,5067.34,5067.34,사무소,업무시설,19700711,18.33475959,17.87352081,21.28559448,23.86217945,26.04585382,25.03290034,17.99377841,19.13283272,21.6812382,24.33887453,24.38137937,19.38889847,18.77460457,36.33494671,43.0000072,25.98760994,31.22437586,24.00920284,438.6825573
11410-100189660,2044.14,2044.14,기타,교육연구 및 복지시설,19790726,26.39421593,20.26001598,19.51162258,23.74639132,26.49400171,30.72176794,16.2747117,21.79356597,34.6431743,44.78368606,47.59957094,33.39847791,25.41561496,43.79020476,41.31656762,21.88022204,31.63121911,26.18676653,535.8417974
11410-100189660,1124.54,1124.54,기타,노유자시설,19790726,26.39421593,20.26001598,19.51162258,23.74639132,26.49400171,30.72176794,16.2747117,21.79356597,34.6431743,44.78368606,47.59957094,33.39847791,25.41561496,43.79020476,41.31656762,21.88022204,31.63121911,26.18676653,535.8417974
